,0,1,2,,,0,1,2
PAIP1,0,1,0,,,,,
PAIP2,0,1,0,,,,,
PAK1,0,1,0,,,,,
PAK1IP1,0,1,0,,,,,
PAK6,0,1,0,,,,,
PALD1,0,1,0,,,,,
PALLD,0,1,0,,,,,
PALM3,0,1,0,,,,,
PAMR1,0,1,0,,,,,
PAN2,0,1,0,,,,,
PAN3,0,1,0,,,,,
PANK1,0,1,0,,,,,
PANK2,0,1,0,,,,,
PANK3,0,1,0,,,,,
PANK4,0,1,0,,,,,
PANX1,0,1,0,,,,,
PAPD4,0,1,0,,,,,
PAPD5,0,1,0,,,,,
PAPPA2,0,1,0,,,,,
PAQR4,0,1,0,,,,,
PAQR7,0,1,0,,,,,
PAQR9,0,1,0,,,,,
PRKN,0,1,0,,,,,
PARK7,0,1,0,,,,,
PARP1,0,1,0,,,,,
PARP10,0,1,0,,,,,
PARP11,0,1,0,,,,,
PARP14,0,1,0,,,,,
PARP15,0,1,0,,,,,
PARP2,0,1,0,,,,,
PARP3,0,1,0,,,,,
PARP9,0,1,0,,,,,
PARPBP,0,1,0,,,,,
PARS2,0,1,0,,,,,
PARVB,0,1,0,,,,,
PATE1,0,1,0,,,,,
PATE3,0,1,0,,,,,
PATE4,0,1,0,,,,,
PATZ1,0,1,0,,,,,
PAWR,0,1,0,,,,,
PAX2,0,1,0,,,,,
PAX4,0,1,0,,,,,
PAX6,0,1,0,,,,,
PAX8,0,1,0,,,,,
PAX9,0,1,0,,,,,
PAXBP1,0,1,0,,,,,
PCBD1,0,1,0,,,,,
PCBP1,0,1,0,,,,,
PCBP2,0,1,0,,,,,
PCBP3,0,1,0,,,,,
PCBP4,0,1,0,,,,,
PCDH1,0,1,0,,,,,
PCDH10,0,1,0,,,,,
PCDH12,0,1,0,,,,,
PCDH20,0,1,0,,,,,
PCDHA12,0,1,0,,,,,
PCDHA13,0,1,0,,,,,
PCDHA3,0,1,0,,,,,
PCDHA4,0,1,0,,,,,
PCDHA5,0,1,0,,,,,
PCDHA7,0,1,0,,,,,
PCDHAC1,0,1,0,,,,,
PCDHAC2,0,1,0,,,,,
PCDHB10,0,1,0,,,,,
PCDHB11,0,1,0,,,,,
PCDHB12,0,1,0,,,,,
PCDHB13,0,1,0,,,,,
PCDHB15,0,1,0,,,,,
PCDHB16,0,1,0,,,,,
PCDHB7,0,1,0,,,,,
PCDHGA1,0,1,0,,,,,
PCDHGA11,0,1,0,,,,,
PCDHGA12,0,1,0,,,,,
PCDHGA2,0,1,0,,,,,
PCDHGA3,0,1,0,,,,,
PCDHGA5,0,1,0,,,,,
PCDHGA7,0,1,0,,,,,
PCDHGB3,0,1,0,,,,,
PCDHGB4,0,1,0,,,,,
PCDHGB6,0,1,0,,,,,
PCDHGC3,0,1,0,,,,,
PCDHGC4,0,1,0,,,,,
PCDHGC5,0,1,0,,,,,
PCED1A,0,1,0,,,,,
PCGF1,0,1,0,,,,,
PCGF2,0,1,0,,,,,
PCID2,0,1,0,,,,,
PCIF1,0,1,0,,,,,
PCK2,0,1,0,,,,,
PCMT1,0,1,0,,,,,
PCP4L1,0,1,0,,,,,
PCSK2,0,1,0,,,,,
PCYOX1L,0,1,0,,,,,
PCYT1A,0,1,0,,,,,
PDCD1,0,1,0,,,,,
PDCD1LG2,0,1,0,,,,,
PDCD2,0,1,0,,,,,
PDCD4,0,1,0,,,,,
GATD1,0,1,0,,,,,
PDE11A,0,1,0,,,,,
PDE1A,0,1,0,,,,,
PDE1B,0,1,0,,,,,
PDE1C,0,1,0,,,,,
PDE3A,0,1,0,,,,,
PDE3B,0,1,0,,,,,
PDE4A,0,1,0,,,,,
PDE6C,0,1,0,,,,,
PDE6G,0,1,0,,,,,
PDF,0,1,0,,,,,
PDGFA,0,1,0,,,,,
PDGFB,0,1,0,,,,,
PDGFD,0,1,0,,,,,
PDGFRB,0,1,0,,,,,
PDHX,0,1,0,,,,,
PDIA2,0,1,0,,,,,
PDIA4,0,1,0,,,,,
PDK1,0,1,0,,,,,
PDK2,0,1,0,,,,,
PDLIM2,0,1,0,,,,,
PDP2,0,1,0,,,,,
PDPK1,0,1,0,,,,,
PDPR,0,1,0,,,,,
PDS5A,0,1,0,,,,,
PDX1,0,1,0,,,,,
PDZD2,0,1,0,,,,,
PDZD7,0,1,0,,,,,
PDZD9,0,1,0,,,,,
PDZK1,0,1,0,,,,,
PECR,0,1,0,,,,,
PEF1,0,1,0,,,,,
PEG3,0,1,0,,,,,
PELO,0,1,0,,,,,
PELP1,0,1,0,,,,,
PENK,0,1,0,,,,,
PER2,0,1,0,,,,,
PES1,0,1,0,,,,,
GATB,0,1,0,,,,,
PET117,0,1,0,,,,,
PEX11B,0,1,0,,,,,
PEX12,0,1,0,,,,,
PEX2,0,1,0,,,,,
PEX6,0,1,0,,,,,
PEX7,0,1,0,,,,,
PFAS,0,1,0,,,,,
PFDN5,0,1,0,,,,,
PFDN6,0,1,0,,,,,
PFN2,0,1,0,,,,,
PGA3,0,1,0,,,,,
PGAM5,0,1,0,,,,,
PGBD2,0,1,0,,,,,
PGBD4,0,1,0,,,,,
PGC,0,1,0,,,,,
PGF,0,1,0,,,,,
PGLS,0,1,0,,,,,
PGM1,0,1,0,,,,,
PGM5,0,1,0,,,,,
PGS1,0,1,0,,,,,
PHB,0,1,0,,,,,
PHF10,0,1,0,,,,,
PHF11,0,1,0,,,,,
PHF12,0,1,0,,,,,
PHF2,0,1,0,,,,,
PHF20,0,1,0,,,,,
PHF21A,0,1,0,,,,,
PHF23,0,1,0,,,,,
PHF7,0,1,0,,,,,
PHGDH,0,1,0,,,,,
PHKB,0,1,0,,,,,
PHLDA2,0,1,0,,,,,
PHLDB3,0,1,0,,,,,
PHLPP1,0,1,0,,,,,
PHLPP2,0,1,0,,,,,
PHOSPHO2,0,1,0,,,,,
PHYHIP,0,1,0,,,,,
PI15,0,1,0,,,,,
PI4K2A,0,1,0,,,,,
PI4KA,0,1,0,,,,,
PI4KB,0,1,0,,,,,
PIAS1,0,1,0,,,,,
PID1,0,1,0,,,,,
PIDD1,0,1,0,,,,,
PIF1,0,1,0,,,,,
PIGB,0,1,0,,,,,
PIGF,0,1,0,,,,,
PIGG,0,1,0,,,,,
PIGT,0,1,0,,,,,
PIH1D1,0,1,0,,,,,
PIH1D2,0,1,0,,,,,
PIK3AP1,0,1,0,,,,,
PIK3C2G,0,1,0,,,,,
PIK3IP1,0,1,0,,,,,
PIK3R3,0,1,0,,,,,
PILRA,0,1,0,,,,,
PIM1,0,1,0,,,,,
PINLYP,0,1,0,,,,,
PINX1,0,1,0,,,,,
PIP,0,1,0,,,,,
PIP4K2B,0,1,0,,,,,
PIP5K1A,0,1,0,,,,,
PIPOX,0,1,0,,,,,
PIRT,0,1,0,,,,,
PISD,0,1,0,,,,,
PITPNM1,0,1,0,,,,,
PITPNM2,0,1,0,,,,,
PITX1,0,1,0,,,,,
PIWIL2,0,1,0,,,,,
PKD1L1,0,1,0,,,,,
PKD2,0,1,0,,,,,
PKD2L1,0,1,0,,,,,
PKIA,0,1,0,,,,,
PKLR,0,1,0,,,,,
PKMYT1,0,1,0,,,,,
PKN1,0,1,0,,,,,
PKP1,0,1,0,,,,,
PKP2,0,1,0,,,,,
PKP4,0,1,0,,,,,
PLA1A,0,1,0,,,,,
PLA2G1B,0,1,0,,,,,
PLA2G2A,0,1,0,,,,,
PLA2G2D,0,1,0,,,,,
PLA2G2E,0,1,0,,,,,
PLA2G4E,0,1,0,,,,,
PLA2G4F,0,1,0,,,,,
PLAC8,0,1,0,,,,,
PLAC9,0,1,0,,,,,
PLAG1,0,1,0,,,,,
PLAT,0,1,0,,,,,
PLAU,0,1,0,,,,,
PLCB1,0,1,0,,,,,
PLCB2,0,1,0,,,,,
PLCB4,0,1,0,,,,,
PLCE1,0,1,0,,,,,
PLCG1,0,1,0,,,,,
PLCG2,0,1,0,,,,,
PLCL2,0,1,0,,,,,
PLCXD2,0,1,0,,,,,
PLCZ1,0,1,0,,,,,
PLD1,0,1,0,,,,,
PLD2,0,1,0,,,,,
PLD4,0,1,0,,,,,
PLEK,0,1,0,,,,,
PLEK2,0,1,0,,,,,
PLEKHA6,0,1,0,,,,,
PLEKHA7,0,1,0,,,,,
PLEKHG4,0,1,0,,,,,
PLEKHG7,0,1,0,,,,,
PLEKHJ1,0,1,0,,,,,
PLEKHM3,0,1,0,,,,,
PLEKHO1,0,1,0,,,,,
PLEKHS1,0,1,0,,,,,
PLG,0,1,0,,,,,
PLIN1,0,1,0,,,,,
PLIN5,0,1,0,,,,,
PLK2,0,1,0,,,,,
PLK3,0,1,0,,,,,
PLOD1,0,1,0,,,,,
PLOD2,0,1,0,,,,,
PLVAP,0,1,0,,,,,
PLXNB2,0,1,0,,,,,
PLXND1,0,1,0,,,,,
PM20D1,0,1,0,,,,,
PM20D2,0,1,0,,,,,
PMAIP1,0,1,0,,,,,
PMEL,0,1,0,,,,,
PMEPA1,0,1,0,,,,,
PMP2,0,1,0,,,,,
PMPCA,0,1,0,,,,,
PMS1,0,1,0,,,,,
PMS2,0,1,0,,,,,
PNMA2,0,1,0,,,,,
PNMA8A,0,1,0,,,,,
PNN,0,1,0,,,,,
PNP,0,1,0,,,,,
PNPLA2,0,1,0,,,,,
PNPLA3,0,1,0,,,,,
POC1A,0,1,0,,,,,
PODN,0,1,0,,,,,
PODXL2,0,1,0,,,,,
POFUT2,0,1,0,,,,,
POGLUT1,0,1,0,,,,,
POLE,0,1,0,,,,,
POLH,0,1,0,,,,,
POLI,0,1,0,,,,,
POLM,0,1,0,,,,,
POLN,0,1,0,,,,,
POLR2H,0,1,0,,,,,
POLR2I,0,1,0,,,,,
POLR2K,0,1,0,,,,,
POLR2L,0,1,0,,,,,
POLR3G,0,1,0,,,,,
POLRMT,0,1,0,,,,,
POM121L2,0,1,0,,,,,
POMC,0,1,0,,,,,
POMK,0,1,0,,,,,
POMT1,0,1,0,,,,,
PON1,0,1,0,,,,,
PON3,0,1,0,,,,,
POP4,0,1,0,,,,,
POPDC2,0,1,0,,,,,
POTEB,0,1,0,,,,,
POTEC,0,1,0,,,,,
POTEE,0,1,0,,,,,
POTEH,0,1,0,,,,,
POTEJ,0,1,0,,,,,
POU2F3,0,1,0,,,,,
POU3F1,0,1,0,,,,,
POU5F1B,0,1,0,,,,,
POU6F1,0,1,0,,,,,
PPA1,0,1,0,,,,,
PPA2,0,1,0,,,,,
PPAN,0,1,0,,,,,
PLPP3,0,1,0,,,,,
PLPP2,0,1,0,,,,,
PLPP4,0,1,0,,,,,
PLPP7,0,1,0,,,,,
PPARD,0,1,0,,,,,
PPAT,0,1,0,,,,,
PPCDC,0,1,0,,,,,
PPFIBP2,0,1,0,,,,,
PPHLN1,0,1,0,,,,,
PPIA,0,1,0,,,,,
PPID,0,1,0,,,,,
PPIL3,0,1,0,,,,,
PPIL6,0,1,0,,,,,
PPL,0,1,0,,,,,
PPM1F,0,1,0,,,,,
PPM1L,0,1,0,,,,,
PPM1N,0,1,0,,,,,
PPP1R12B,0,1,0,,,,,
PPP1R14B,0,1,0,,,,,
PPP1R14D,0,1,0,,,,,
PPP1R16A,0,1,0,,,,,
PPP1R1A,0,1,0,,,,,
PPP1R1B,0,1,0,,,,,
PPP1R21,0,1,0,,,,,
PPP1R26,0,1,0,,,,,
PPP1R27,0,1,0,,,,,
PPP1R37,0,1,0,,,,,
PPP1R3G,0,1,0,,,,,
PPP1R42,0,1,0,,,,,
PPP1R8,0,1,0,,,,,
PPP2R1B,0,1,0,,,,,
PPP2R2A,0,1,0,,,,,
PPP2R3C,0,1,0,,,,,
PTPA,0,1,0,,,,,
PPP2R5C,0,1,0,,,,,
PPP4R1,0,1,0,,,,,
PPP4R2,0,1,0,,,,,
PPP6R1,0,1,0,,,,,
PPT2,0,1,0,,,,,
PPTC7,0,1,0,,,,,
PPWD1,0,1,0,,,,,
PQLC1,0,1,0,,,,,
PQLC3,0,1,0,,,,,
PRAME,0,1,0,,,,,
PRAMEF10,0,1,0,,,,,
PRAMEF2,0,1,0,,,,,
PRAMEF20,0,1,0,,,,,
PRAMEF4,0,1,0,,,,,
PRAMEF7,0,1,0,,,,,
PRAP1,0,1,0,,,,,
PRB2,0,1,0,,,,,
PRCD,0,1,0,,,,,
PRDM1,0,1,0,,,,,
PRDM12,0,1,0,,,,,
PRDM13,0,1,0,,,,,
PRDM8,0,1,0,,,,,
PRDM9,0,1,0,,,,,
PRDX2,0,1,0,,,,,
PRDX6,0,1,0,,,,,
PREB,0,1,0,,,,,
PRELID1,0,1,0,,,,,
PRELID2,0,1,0,,,,,
PRELP,0,1,0,,,,,
PREP,0,1,0,,,,,
PREX1,0,1,0,,,,,
PREX2,0,1,0,,,,,
PRG4,0,1,0,,,,,
PRICKLE4,0,1,0,,,,,
PRIMA1,0,1,0,,,,,
PRIMPOL,0,1,0,,,,,
PRKAB1,0,1,0,,,,,
PRKACG,0,1,0,,,,,
PRKAR1A,0,1,0,,,,,
PRKAR2A,0,1,0,,,,,
PRKCD,0,1,0,,,,,
PRKCH,0,1,0,,,,,
THAP12,0,1,0,,,,,
PRL,0,1,0,,,,,
PRLH,0,1,0,,,,,
PRMT2,0,1,0,,,,,
PRMT3,0,1,0,,,,,
PRMT6,0,1,0,,,,,
PRND,0,1,0,,,,,
PROC,0,1,0,,,,,
PROCR,0,1,0,,,,,
PRODH,0,1,0,,,,,
PROM1,0,1,0,,,,,
PROS1,0,1,0,,,,,
PRPF19,0,1,0,,,,,
PRPF40A,0,1,0,,,,,
PRPSAP1,0,1,0,,,,,
PRPSAP2,0,1,0,,,,,
PRR18,0,1,0,,,,,
PRR23B,0,1,0,,,,,
PRR23C,0,1,0,,,,,
PRR34,0,1,0,,,,,
PRR35,0,1,0,,,,,
PRR5,0,1,0,,,,,
PRR5L,0,1,0,,,,,
PRRC2A,0,1,0,,,,,
PRRG4,0,1,0,,,,,
PRRT1,0,1,0,,,,,
PRRX2,0,1,0,,,,,
PRSS12,0,1,0,,,,,
PRSS21,0,1,0,,,,,
PRSS22,0,1,0,,,,,
PRSS23,0,1,0,,,,,
PRSS27,0,1,0,,,,,
PRSS3,0,1,0,,,,,
PRSS42,0,1,0,,,,,
PRSS53,0,1,0,,,,,
PRSS54,0,1,0,,,,,
PRSS57,0,1,0,,,,,
PRSS58,0,1,0,,,,,
PRSS8,0,1,0,,,,,
PRUNE2,0,1,0,,,,,
PSAP,0,1,0,,,,,
PSAPL1,0,1,0,,,,,
PSD3,0,1,0,,,,,
PSD4,0,1,0,,,,,
PSEN2,0,1,0,,,,,
PSENEN,0,1,0,,,,,
PSG1,0,1,0,,,,,
PSG3,0,1,0,,,,,
PSG4,0,1,0,,,,,
PSG6,0,1,0,,,,,
PSG8,0,1,0,,,,,
PSKH1,0,1,0,,,,,
PSMA2,0,1,0,,,,,
PSMA4,0,1,0,,,,,
PSMA5,0,1,0,,,,,
PSMA6,0,1,0,,,,,
PSMB2,0,1,0,,,,,
PSMB3,0,1,0,,,,,
PSMB4,0,1,0,,,,,
PSMB5,0,1,0,,,,,
PSMB6,0,1,0,,,,,
PSMC1,0,1,0,,,,,
PSMC3,0,1,0,,,,,
PSMC5,0,1,0,,,,,
PSMD12,0,1,0,,,,,
PSMD14,0,1,0,,,,,
PSMD6,0,1,0,,,,,
PSMD8,0,1,0,,,,,
PSME1,0,1,0,,,,,
PSME4,0,1,0,,,,,
PSMG4,0,1,0,,,,,
PSORS1C1,0,1,0,,,,,
PSORS1C2,0,1,0,,,,,
PSPH,0,1,0,,,,,
PSTK,0,1,0,,,,,
PSTPIP1,0,1,0,,,,,
PSTPIP2,0,1,0,,,,,
PTBP3,0,1,0,,,,,
PTCH2,0,1,0,,,,,
DISP3,0,1,0,,,,,
PTCHD4,0,1,0,,,,,
PTDSS1,0,1,0,,,,,
PTF1A,0,1,0,,,,,
PTGDR2,0,1,0,,,,,
PTGER2,0,1,0,,,,,
PTGES3,0,1,0,,,,,
PTGFRN,0,1,0,,,,,
PTGR1,0,1,0,,,,,
PTGS1,0,1,0,,,,,
PTH2,0,1,0,,,,,
PTHLH,0,1,0,,,,,
PTK2,0,1,0,,,,,
PTK7,0,1,0,,,,,
PTMS,0,1,0,,,,,
PTP4A1,0,1,0,,,,,
HACD1,0,1,0,,,,,
HACD3,0,1,0,,,,,
HACD4,0,1,0,,,,,
PTPN1,0,1,0,,,,,
PTPN12,0,1,0,,,,,
PTPN2,0,1,0,,,,,
PTPN21,0,1,0,,,,,
PTPN3,0,1,0,,,,,
PTPN4,0,1,0,,,,,
PTPN6,0,1,0,,,,,
PTPRA,0,1,0,,,,,
PTPRC,0,1,0,,,,,
PTPRG,0,1,0,,,,,
PTPRH,0,1,0,,,,,
PTPRJ,0,1,0,,,,,
PTPRM,0,1,0,,,,,
PTPRT,0,1,0,,,,,
PTPRZ1,0,1,0,,,,,
PTRH1,0,1,0,,,,,
PTTG1IP,0,1,0,,,,,
PTTG2,0,1,0,,,,,
PTX3,0,1,0,,,,,
PUF60,0,1,0,,,,,
PURA,0,1,0,,,,,
PURB,0,1,0,,,,,
PURG,0,1,0,,,,,
PUS10,0,1,0,,,,,
PUS3,0,1,0,,,,,
PVALB,0,1,0,,,,,
NECTIN3,0,1,0,,,,,
NECTIN4,0,1,0,,,,,
PWP1,0,1,0,,,,,
PWWP2A,0,1,0,,,,,
PXDN,0,1,0,,,,,
PXDNL,0,1,0,,,,,
PXK,0,1,0,,,,,
PXMP2,0,1,0,,,,,
PXN,0,1,0,,,,,
PYCR3,0,1,0,,,,,
PYGO2,0,1,0,,,,,
PYROXD1,0,1,0,,,,,
PYY,0,1,0,,,,,
QPCT,0,1,0,,,,,
QPCTL,0,1,0,,,,,
QPRT,0,1,0,,,,,
QRICH2,0,1,0,,,,,
QRSL1,0,1,0,,,,,
QSOX1,0,1,0,,,,,
QSOX2,0,1,0,,,,,
QTRT1,0,1,0,,,,,
QTRT2,0,1,0,,,,,
R3HCC1,0,1,0,,,,,
R3HCC1L,0,1,0,,,,,
R3HDM1,0,1,0,,,,,
R3HDM2,0,1,0,,,,,
R3HDM4,0,1,0,,,,,
R3HDML,0,1,0,,,,,
RAB11FIP5,0,1,0,,,,,
RAB17,0,1,0,,,,,
RAB18,0,1,0,,,,,
RAB22A,0,1,0,,,,,
RAB24,0,1,0,,,,,
RAB25,0,1,0,,,,,
RAB28,0,1,0,,,,,
RAB31,0,1,0,,,,,
RAB32,0,1,0,,,,,
RAB35,0,1,0,,,,,
RAB36,0,1,0,,,,,
RAB39A,0,1,0,,,,,
RAB3GAP1,0,1,0,,,,,
RAB3IP,0,1,0,,,,,
RAB40B,0,1,0,,,,,
RAB40C,0,1,0,,,,,
RAB6A,0,1,0,,,,,
RAB6C,0,1,0,,,,,
RAB7A,0,1,0,,,,,
RAB8B,0,1,0,,,,,
RABAC1,0,1,0,,,,,
RABEP2,0,1,0,,,,,
RABGAP1,0,1,0,,,,,
RABIF,0,1,0,,,,,
RAD18,0,1,0,,,,,
RAD21,0,1,0,,,,,
RAD51,0,1,0,,,,,
RAD51AP1,0,1,0,,,,,
RAD9A,0,1,0,,,,,
RAE1,0,1,0,,,,,
RAET1E,0,1,0,,,,,
RAET1L,0,1,0,,,,,
RAF1,0,1,0,,,,,
RAG1,0,1,0,,,,,
RAG2,0,1,0,,,,,
RAI1,0,1,0,,,,,
RALGAPA2,0,1,0,,,,,
RALGPS1,0,1,0,,,,,
RAN,0,1,0,,,,,
RANBP6,0,1,0,,,,,
RAP1A,0,1,0,,,,,
RAP1B,0,1,0,,,,,
RAP2A,0,1,0,,,,,
RAPGEF2,0,1,0,,,,,
RAPGEFL1,0,1,0,,,,,
RAPH1,0,1,0,,,,,
RARA,0,1,0,,,,,
RARB,0,1,0,,,,,
RARRES1,0,1,0,,,,,
RASA1,0,1,0,,,,,
RASA3,0,1,0,,,,,
RASD1,0,1,0,,,,,
RASD2,0,1,0,,,,,
RASEF,0,1,0,,,,,
RASGEF1B,0,1,0,,,,,
RASGRP1,0,1,0,,,,,
RASGRP4,0,1,0,,,,,
RASIP1,0,1,0,,,,,
RASL11B,0,1,0,,,,,
RASSF1,0,1,0,,,,,
RASSF3,0,1,0,,,,,
RASSF4,0,1,0,,,,,
RASSF5,0,1,0,,,,,
RASSF9,0,1,0,,,,,
RAX2,0,1,0,,,,,
RB1,0,1,0,,,,,
RB1CC1,0,1,0,,,,,
RBAK,0,1,0,,,,,
RBBP5,0,1,0,,,,,
RBBP6,0,1,0,,,,,
RBBP8,0,1,0,,,,,
RBCK1,0,1,0,,,,,
RBFOX1,0,1,0,,,,,
RBFOX3,0,1,0,,,,,
RBM11,0,1,0,,,,,
RBM12B,0,1,0,,,,,
RBM14,0,1,0,,,,,
RBM20,0,1,0,,,,,
RBM22,0,1,0,,,,,
RBM24,0,1,0,,,,,
RBM25,0,1,0,,,,,
RBM8A,0,1,0,,,,,
RBMS3,0,1,0,,,,,
RBP7,0,1,0,,,,,
RBPJ,0,1,0,,,,,
RBPMS,0,1,0,,,,,
RBPMS2,0,1,0,,,,,
RBX1,0,1,0,,,,,
RCC1,0,1,0,,,,,
RCC2,0,1,0,,,,,
RCCD1,0,1,0,,,,,
RCE1,0,1,0,,,,,
RCN2,0,1,0,,,,,
RCOR1,0,1,0,,,,,
RD3,0,1,0,,,,,
RDH13,0,1,0,,,,,
REC8,0,1,0,,,,,
RECK,0,1,0,,,,,
RECQL,0,1,0,,,,,
RECQL5,0,1,0,,,,,
REEP4,0,1,0,,,,,
REG1A,0,1,0,,,,,
REG3A,0,1,0,,,,,
REG3G,0,1,0,,,,,
REG4,0,1,0,,,,,
RELA,0,1,0,,,,,
REN,0,1,0,,,,,
REPS1,0,1,0,,,,,
RERE,0,1,0,,,,,
RESP18,0,1,0,,,,,
RETN,0,1,0,,,,,
RETNLB,0,1,0,,,,,
REV1,0,1,0,,,,,
RFC2,0,1,0,,,,,
RFC5,0,1,0,,,,,
RFPL1,0,1,0,,,,,
RFPL2,0,1,0,,,,,
RFX3,0,1,0,,,,,
RFX8,0,1,0,,,,,
RFXAP,0,1,0,,,,,
RGCC,0,1,0,,,,,
RGL3,0,1,0,,,,,
RGPD3,0,1,0,,,,,
RGS12,0,1,0,,,,,
RGS16,0,1,0,,,,,
RGS2,0,1,0,,,,,
RGS22,0,1,0,,,,,
RGS6,0,1,0,,,,,
RGS8,0,1,0,,,,,
RGSL1,0,1,0,,,,,
RHAG,0,1,0,,,,,
RHBDD2,0,1,0,,,,,
RHBDL3,0,1,0,,,,,
RHO,0,1,0,,,,,
RHOB,0,1,0,,,,,
RHOBTB1,0,1,0,,,,,
RHOBTB2,0,1,0,,,,,
RHOJ,0,1,0,,,,,
RHOT2,0,1,0,,,,,
RHOV,0,1,0,,,,,
RIC8A,0,1,0,,,,,
RICTOR,0,1,0,,,,,
RIMBP2,0,1,0,,,,,
RIN3,0,1,0,,,,,
RING1,0,1,0,,,,,
RINL,0,1,0,,,,,
RIPK1,0,1,0,,,,,
RIPPLY2,0,1,0,,,,,
RIT1,0,1,0,,,,,
RITA1,0,1,0,,,,,
RLF,0,1,0,,,,,
RMDN1,0,1,0,,,,,
RMDN2,0,1,0,,,,,
RMDN3,0,1,0,,,,,
RMI1,0,1,0,,,,,
RMI2,0,1,0,,,,,
RNASE10,0,1,0,,,,,
RNASE11,0,1,0,,,,,
RNASE3,0,1,0,,,,,
RNASE6,0,1,0,,,,,
RNASE9,0,1,0,,,,,
RNASEH1,0,1,0,,,,,
RNASEH2B,0,1,0,,,,,
RNASEH2C,0,1,0,,,,,
RNF10,0,1,0,,,,,
RNF103,0,1,0,,,,,
RNF11,0,1,0,,,,,
RNF112,0,1,0,,,,,
RNF125,0,1,0,,,,,
RNF126,0,1,0,,,,,
RNF133,0,1,0,,,,,
RNF138,0,1,0,,,,,
RNF14,0,1,0,,,,,
RNF148,0,1,0,,,,,
RNF157,0,1,0,,,,,
RNF165,0,1,0,,,,,
RNF167,0,1,0,,,,,
RNF169,0,1,0,,,,,
RNF19A,0,1,0,,,,,
RNF212,0,1,0,,,,,
RNF213,0,1,0,,,,,
RNF215,0,1,0,,,,,
RNF219,0,1,0,,,,,
RNF223,0,1,0,,,,,
RNF224,0,1,0,,,,,
RNF38,0,1,0,,,,,
RNF39,0,1,0,,,,,
RNF4,0,1,0,,,,,
RNF41,0,1,0,,,,,
RNFT1,0,1,0,,,,,
RNMT,0,1,0,,,,,
RNPS1,0,1,0,,,,,
ROCK1,0,1,0,,,,,
ROGDI,0,1,0,,,,,
ROM1,0,1,0,,,,,
ROPN1L,0,1,0,,,,,
ROR2,0,1,0,,,,,
RORA,0,1,0,,,,,
RORC,0,1,0,,,,,
RP1L1,0,1,0,,,,,
RP9,0,1,0,,,,,
RPAP1,0,1,0,,,,,
RPE,0,1,0,,,,,
RPE65,0,1,0,,,,,
RPH3A,0,1,0,,,,,
RPL10L,0,1,0,,,,,
RPL12,0,1,0,,,,,
RPL13A,0,1,0,,,,,
RPL22L1,0,1,0,,,,,
RPL24,0,1,0,,,,,
RPL29,0,1,0,,,,,
RPL30,0,1,0,,,,,
RPL36,0,1,0,,,,,
RPL38,0,1,0,,,,,
RPL3L,0,1,0,,,,,
RPL4,0,1,0,,,,,
RPL7,0,1,0,,,,,
RPL7A,0,1,0,,,,,
RPL8,0,1,0,,,,,
RPLP2,0,1,0,,,,,
RPP30,0,1,0,,,,,
RPP38,0,1,0,,,,,
RPRML,0,1,0,,,,,
RPS10,0,1,0,,,,,
RPS12,0,1,0,,,,,
RPS13,0,1,0,,,,,
RPS14,0,1,0,,,,,
RPS17,0,1,0,,,,,
RPS19BP1,0,1,0,,,,,
RPS28,0,1,0,,,,,
RPS5,0,1,0,,,,,
RPS6KA2,0,1,0,,,,,
RPS6KB1,0,1,0,,,,,
RPS9,0,1,0,,,,,
RPTOR,0,1,0,,,,,
RPUSD1,0,1,0,,,,,
RPUSD2,0,1,0,,,,,
RPUSD4,0,1,0,,,,,
RRAGC,0,1,0,,,,,
RREB1,0,1,0,,,,,
RRM2B,0,1,0,,,,,
RRNAD1,0,1,0,,,,,
RRP12,0,1,0,,,,,
RRP36,0,1,0,,,,,
RRP7A,0,1,0,,,,,
RRP9,0,1,0,,,,,
RSAD1,0,1,0,,,,,
RSC1A1,0,1,0,,,,,
RSF1,0,1,0,,,,,
RSG1,0,1,0,,,,,
RSL24D1,0,1,0,,,,,
RSPH10B,0,1,0,,,,,
RSPH6A,0,1,0,,,,,
RSPH9,0,1,0,,,,,
RSPO3,0,1,0,,,,,
RTCA,0,1,0,,,,,
RTEL1,0,1,0,,,,,
RTF1,0,1,0,,,,,
RTN3,0,1,0,,,,,
RTN4IP1,0,1,0,,,,,
RTN4RL2,0,1,0,,,,,
RTP1,0,1,0,,,,,
RTP3,0,1,0,,,,,
RTP4,0,1,0,,,,,
RTP5,0,1,0,,,,,
RTTN,0,1,0,,,,,
RUFY1,0,1,0,,,,,
RUFY3,0,1,0,,,,,
RUNX1,0,1,0,,,,,
RUNX1T1,0,1,0,,,,,
RUNX2,0,1,0,,,,,
RUSC1,0,1,0,,,,,
RUSC2,0,1,0,,,,,
RUVBL2,0,1,0,,,,,
RWDD4,0,1,0,,,,,
RXFP1,0,1,0,,,,,
RXFP2,0,1,0,,,,,
RYR1,0,1,0,,,,,
RYR3,0,1,0,,,,,
S100A11,0,1,0,,,,,
S100A12,0,1,0,,,,,
S100A2,0,1,0,,,,,
S100A5,0,1,0,,,,,
SAC3D1,0,1,0,,,,,
SACM1L,0,1,0,,,,,
SAFB,0,1,0,,,,,
SALL2,0,1,0,,,,,
SALL3,0,1,0,,,,,
SALL4,0,1,0,,,,,
SAMD10,0,1,0,,,,,
SAMD11,0,1,0,,,,,
