,0,1,2,,,0,1,2
KCNA7,0,0,1,,,,,
KCNAB3,0,0,1,,,,,
KCNB1,0,0,1,,,,,
KCNB2,0,0,1,,,,,
KCNC1,0,0,1,,,,,
KCNC2,0,0,1,,,,,
KCNC3,0,0,1,,,,,
KCNE2,0,0,1,,,,,
KCNE4,0,0,1,,,,,
KCNH1,0,0,1,,,,,
KCNH5,0,0,1,,,,,
KCNH7,0,0,1,,,,,
KCNH8,0,0,1,,,,,
KCNIP1,0,0,1,,,,,
KCNJ10,0,0,1,,,,,
KCNJ12,0,0,1,,,,,
KCNJ16,0,0,1,,,,,
KCNJ2,0,0,1,,,,,
KCNJ8,0,0,1,,,,,
KCNJ9,0,0,1,,,,,
KCNK12,0,0,1,,,,,
KCNK13,0,0,1,,,,,
KCNK16,0,0,1,,,,,
KCNK17,0,0,1,,,,,
KCNK5,0,0,1,,,,,
KCNK7,0,0,1,,,,,
KCNK9,0,0,1,,,,,
KCNMB3,0,0,1,,,,,
KCNN4,0,0,1,,,,,
KCNRG,0,0,1,,,,,
KCNS1,0,0,1,,,,,
KCNS2,0,0,1,,,,,
KCTD1,0,0,1,,,,,
KCTD12,0,0,1,,,,,
KCTD3,0,0,1,,,,,
KCTD9,0,0,1,,,,,
KDELC1,0,0,1,,,,,
KDELC2,0,0,1,,,,,
KDELR1,0,0,1,,,,,
KDM3A,0,0,1,,,,,
KDM4B,0,0,1,,,,,
KDM4C,0,0,1,,,,,
KEAP1,0,0,1,,,,,
KERA,0,0,1,,,,,
KHDC1,0,0,1,,,,,
KHDRBS3,0,0,1,,,,,
PCLAF,0,0,1,,,,,
KIAA0141,0,0,1,,,,,
KIAA0232,0,0,1,,,,,
KIAA0930,0,0,1,,,,,
KIAA1024L,0,0,1,,,,,
KIAA1191,0,0,1,,,,,
KIAA1217,0,0,1,,,,,
ARFGEF3,0,0,1,,,,,
KIAA1324L,0,0,1,,,,,
CFAP97,0,0,1,,,,,
KIAA1456,0,0,1,,,,,
JCAD,0,0,1,,,,,
KIAA1468,0,0,1,,,,,
KIAA1524,0,0,1,,,,,
KIAA1644,0,0,1,,,,,
KIAA1671,0,0,1,,,,,
CEP295,0,0,1,,,,,
KIAA1841,0,0,1,,,,,
MFSD4B,0,0,1,,,,,
KIF11,0,0,1,,,,,
KIF18B,0,0,1,,,,,
KIF19,0,0,1,,,,,
KIF1C,0,0,1,,,,,
KIF20A,0,0,1,,,,,
KIF20B,0,0,1,,,,,
KIF23,0,0,1,,,,,
KIF25,0,0,1,,,,,
KIF26B,0,0,1,,,,,
KIF2C,0,0,1,,,,,
KIF5B,0,0,1,,,,,
KIF6,0,0,1,,,,,
KIF7,0,0,1,,,,,
KIF9,0,0,1,,,,,
KIFC1,0,0,1,,,,,
KIFC2,0,0,1,,,,,
KIFC3,0,0,1,,,,,
KIR2DL1,0,0,1,,,,,
KIR2DL3,0,0,1,,,,,
KIR3DL1,0,0,1,,,,,
KIR3DL3,0,0,1,,,,,
KISS1,0,0,1,,,,,
KITLG,0,0,1,,,,,
KLC2,0,0,1,,,,,
KLC3,0,0,1,,,,,
KLC4,0,0,1,,,,,
KLF14,0,0,1,,,,,
KLF2,0,0,1,,,,,
KLF7,0,0,1,,,,,
KLF9,0,0,1,,,,,
KLHDC1,0,0,1,,,,,
KLHDC3,0,0,1,,,,,
KLHDC9,0,0,1,,,,,
KLHL18,0,0,1,,,,,
KLHL21,0,0,1,,,,,
KLHL25,0,0,1,,,,,
KLHL28,0,0,1,,,,,
KLHL29,0,0,1,,,,,
KLHL3,0,0,1,,,,,
KLHL30,0,0,1,,,,,
KLHL33,0,0,1,,,,,
KLHL35,0,0,1,,,,,
KLHL36,0,0,1,,,,,
KLHL38,0,0,1,,,,,
KLHL42,0,0,1,,,,,
KLHL7,0,0,1,,,,,
KLHL8,0,0,1,,,,,
KLK3,0,0,1,,,,,
KLK5,0,0,1,,,,,
KLK7,0,0,1,,,,,
KLK8,0,0,1,,,,,
KLLN,0,0,1,,,,,
KLRB1,0,0,1,,,,,
KLRC2,0,0,1,,,,,
KLRC4,0,0,1,,,,,
KLRF2,0,0,1,,,,,
KLRG1,0,0,1,,,,,
KLRG2,0,0,1,,,,,
KMT2A,0,0,1,,,,,
KMT2B,0,0,1,,,,,
KMT2E,0,0,1,,,,,
KNSTRN,0,0,1,,,,,
KNTC1,0,0,1,,,,,
KPNA3,0,0,1,,,,,
KPNA6,0,0,1,,,,,
KPRP,0,0,1,,,,,
KRBOX1,0,0,1,,,,,
KREMEN2,0,0,1,,,,,
KRT15,0,0,1,,,,,
KRT18,0,0,1,,,,,
KRT2,0,0,1,,,,,
KRT24,0,0,1,,,,,
KRT28,0,0,1,,,,,
KRT3,0,0,1,,,,,
KRT32,0,0,1,,,,,
KRT33B,0,0,1,,,,,
KRT34,0,0,1,,,,,
KRT35,0,0,1,,,,,
KRT38,0,0,1,,,,,
KRT39,0,0,1,,,,,
KRT4,0,0,1,,,,,
KRT6A,0,0,1,,,,,
KRT72,0,0,1,,,,,
KRT73,0,0,1,,,,,
KRT74,0,0,1,,,,,
KRT78,0,0,1,,,,,
KRT79,0,0,1,,,,,
KRT80,0,0,1,,,,,
KRT83,0,0,1,,,,,
KRT9,0,0,1,,,,,
KRTAP1-1,0,0,1,,,,,
KRTAP1-3,0,0,1,,,,,
KRTAP10-10,0,0,1,,,,,
KRTAP10-11,0,0,1,,,,,
KRTAP10-2,0,0,1,,,,,
KRTAP10-3,0,0,1,,,,,
KRTAP10-5,0,0,1,,,,,
KRTAP10-6,0,0,1,,,,,
KRTAP12-3,0,0,1,,,,,
KRTAP13-3,0,0,1,,,,,
KRTAP13-4,0,0,1,,,,,
KRTAP15-1,0,0,1,,,,,
KRTAP16-1,0,0,1,,,,,
KRTAP17-1,0,0,1,,,,,
KRTAP19-3,0,0,1,,,,,
KRTAP19-4,0,0,1,,,,,
KRTAP19-8,0,0,1,,,,,
KRTAP20-3,0,0,1,,,,,
KRTAP21-2,0,0,1,,,,,
KRTAP21-3,0,0,1,,,,,
KRTAP22-1,0,0,1,,,,,
KRTAP25-1,0,0,1,,,,,
KRTAP26-1,0,0,1,,,,,
KRTAP27-1,0,0,1,,,,,
KRTAP3-2,0,0,1,,,,,
KRTAP3-3,0,0,1,,,,,
KRTAP4-2,0,0,1,,,,,
KRTAP4-5,0,0,1,,,,,
KRTAP4-6,0,0,1,,,,,
KRTAP4-8,0,0,1,,,,,
KRTAP4-9,0,0,1,,,,,
KRTAP5-1,0,0,1,,,,,
KRTAP5-10,0,0,1,,,,,
KRTAP5-2,0,0,1,,,,,
KRTAP5-5,0,0,1,,,,,
KRTAP5-6,0,0,1,,,,,
KRTAP8-1,0,0,1,,,,,
KRTAP9-1,0,0,1,,,,,
KRTAP9-2,0,0,1,,,,,
KRTAP9-6,0,0,1,,,,,
KRTAP9-7,0,0,1,,,,,
KRTAP9-9,0,0,1,,,,,
KSR2,0,0,1,,,,,
KTN1,0,0,1,,,,,
L1TD1,0,0,1,,,,,
L3MBTL4,0,0,1,,,,,
AFG1L,0,0,1,,,,,
LACTB,0,0,1,,,,,
LACTB2,0,0,1,,,,,
LAIR2,0,0,1,,,,,
LAMA2,0,0,1,,,,,
LAMA4,0,0,1,,,,,
LAMB2,0,0,1,,,,,
LAMB3,0,0,1,,,,,
LAMC1,0,0,1,,,,,
LAMC2,0,0,1,,,,,
LAMC3,0,0,1,,,,,
LAMP1,0,0,1,,,,,
LAMTOR3,0,0,1,,,,,
LAMTOR5,0,0,1,,,,,
LANCL2,0,0,1,,,,,
LAPTM4A,0,0,1,,,,,
LAPTM4B,0,0,1,,,,,
LARGE1,0,0,1,,,,,
LARP4,0,0,1,,,,,
LATS1,0,0,1,,,,,
LATS2,0,0,1,,,,,
LAYN,0,0,1,,,,,
LBH,0,0,1,,,,,
LBR,0,0,1,,,,,
LBX1,0,0,1,,,,,
LBX2,0,0,1,,,,,
LCAT,0,0,1,,,,,
LCE1A,0,0,1,,,,,
LCE6A,0,0,1,,,,,
LCN2,0,0,1,,,,,
LCN9,0,0,1,,,,,
LDB2,0,0,1,,,,,
LDHAL6A,0,0,1,,,,,
LDHAL6B,0,0,1,,,,,
LDHC,0,0,1,,,,,
LDLRAD4,0,0,1,,,,,
CNMD,0,0,1,,,,,
LEF1,0,0,1,,,,,
LEMD2,0,0,1,,,,,
LEMD3,0,0,1,,,,,
P3H1,0,0,1,,,,,
P3H2,0,0,1,,,,,
LEPROT,0,0,1,,,,,
LEPROTL1,0,0,1,,,,,
LETMD1,0,0,1,,,,,
LGALS3,0,0,1,,,,,
LGALS7B,0,0,1,,,,,
LGALS9C,0,0,1,,,,,
LGI2,0,0,1,,,,,
LGI3,0,0,1,,,,,
LGR6,0,0,1,,,,,
LGSN,0,0,1,,,,,
LHFPL6,0,0,1,,,,,
LHFPL4,0,0,1,,,,,
LHX4,0,0,1,,,,,
LHX5,0,0,1,,,,,
LHX8,0,0,1,,,,,
LHX9,0,0,1,,,,,
LILRA4,0,0,1,,,,,
LILRA6,0,0,1,,,,,
LILRB4,0,0,1,,,,,
LILRB5,0,0,1,,,,,
LIMD2,0,0,1,,,,,
LIN28A,0,0,1,,,,,
LIN28B,0,0,1,,,,,
LIN54,0,0,1,,,,,
LINGO3,0,0,1,,,,,
LINGO4,0,0,1,,,,,
LIPC,0,0,1,,,,,
LIPN,0,0,1,,,,,
LIPT1,0,0,1,,,,,
LLGL1,0,0,1,,,,,
LLPH,0,0,1,,,,,
LMAN2L,0,0,1,,,,,
LMLN,0,0,1,,,,,
LMO3,0,0,1,,,,,
LMO7DN,0,0,1,,,,,
LMOD1,0,0,1,,,,,
LMOD3,0,0,1,,,,,
LMTK3,0,0,1,,,,,
LMX1A,0,0,1,,,,,
LMX1B,0,0,1,,,,,
LNP1,0,0,1,,,,,
LNPEP,0,0,1,,,,,
LNX1,0,0,1,,,,,
LONP2,0,0,1,,,,,
LOXL2,0,0,1,,,,,
LOXL3,0,0,1,,,,,
LOXL4,0,0,1,,,,,
LPAR1,0,0,1,,,,,
LPAR2,0,0,1,,,,,
LPAR3,0,0,1,,,,,
LPAR6,0,0,1,,,,,
LPCAT4,0,0,1,,,,,
LPGAT1,0,0,1,,,,,
ADGRL1,0,0,1,,,,,
ADGRL2,0,0,1,,,,,
ADGRL3,0,0,1,,,,,
LPIN1,0,0,1,,,,,
LPP,0,0,1,,,,,
PLPPR3,0,0,1,,,,,
PLPPR4,0,0,1,,,,,
PLPPR5,0,0,1,,,,,
LPXN,0,0,1,,,,,
LRCH1,0,0,1,,,,,
LRCH4,0,0,1,,,,,
LRIG3,0,0,1,,,,,
LRIT1,0,0,1,,,,,
LRP1,0,0,1,,,,,
LRP11,0,0,1,,,,,
LRP2,0,0,1,,,,,
LRR1,0,0,1,,,,,
LRRC10,0,0,1,,,,,
LRRC10B,0,0,1,,,,,
LRRC17,0,0,1,,,,,
LRRC2,0,0,1,,,,,
LRRC23,0,0,1,,,,,
LRRC26,0,0,1,,,,,
LRRC29,0,0,1,,,,,
LRRC37A,0,0,1,,,,,
LRRC3B,0,0,1,,,,,
LRRC3C,0,0,1,,,,,
LRRC43,0,0,1,,,,,
LRRC46,0,0,1,,,,,
LRRC4B,0,0,1,,,,,
LRRC52,0,0,1,,,,,
LRRC58,0,0,1,,,,,
LRRC6,0,0,1,,,,,
LRRC70,0,0,1,,,,,
LRRC8C,0,0,1,,,,,
LRRFIP2,0,0,1,,,,,
LRRK2,0,0,1,,,,,
LRRN2,0,0,1,,,,,
LRRTM1,0,0,1,,,,,
LRWD1,0,0,1,,,,,
LSM12,0,0,1,,,,,
LSM4,0,0,1,,,,,
LSM6,0,0,1,,,,,
LSMEM1,0,0,1,,,,,
LSMEM2,0,0,1,,,,,
LSP1,0,0,1,,,,,
LSS,0,0,1,,,,,
LTA4H,0,0,1,,,,,
LTB4R2,0,0,1,,,,,
LTBP1,0,0,1,,,,,
LTBR,0,0,1,,,,,
LTC4S,0,0,1,,,,,
LTN1,0,0,1,,,,,
LTV1,0,0,1,,,,,
LURAP1L,0,0,1,,,,,
LUZP6,0,0,1,,,,,
LXN,0,0,1,,,,,
LY6G5C,0,0,1,,,,,
LY96,0,0,1,,,,,
LYL1,0,0,1,,,,,
LYNX1,0,0,1,,,,,
LYPD3,0,0,1,,,,,
LYPD5,0,0,1,,,,,
LYPLA2,0,0,1,,,,,
LYPLAL1,0,0,1,,,,,
LYRM1,0,0,1,,,,,
LYRM2,0,0,1,,,,,
LYRM7,0,0,1,,,,,
LYSMD2,0,0,1,,,,,
LYSMD4,0,0,1,,,,,
LYZ,0,0,1,,,,,
LYZL4,0,0,1,,,,,
LYZL6,0,0,1,,,,,
LZTS1,0,0,1,,,,,
LZTS2,0,0,1,,,,,
LZTS3,0,0,1,,,,,
MAATS1,0,0,1,,,,,
MAB21L2,0,0,1,,,,,
MAB21L3,0,0,1,,,,,
MACF1,0,0,1,,,,,
MAD2L1BP,0,0,1,,,,,
MAEA,0,0,1,,,,,
MAEL,0,0,1,,,,,
MAF,0,0,1,,,,,
MAF1,0,0,1,,,,,
MAGEF1,0,0,1,,,,,
MAGI2,0,0,1,,,,,
MAGI3,0,0,1,,,,,
MAGOH,0,0,1,,,,,
MAMDC2,0,0,1,,,,,
MAML2,0,0,1,,,,,
MANBAL,0,0,1,,,,,
MAP10,0,0,1,,,,,
MAP1B,0,0,1,,,,,
MAP1LC3A,0,0,1,,,,,
MAP1LC3B,0,0,1,,,,,
MAP1LC3B2,0,0,1,,,,,
MAP2K4,0,0,1,,,,,
MAP2K5,0,0,1,,,,,
MAP3K11,0,0,1,,,,,
MAP3K19,0,0,1,,,,,
MAP3K3,0,0,1,,,,,
MAP3K5,0,0,1,,,,,
MAP4,0,0,1,,,,,
MAP4K3,0,0,1,,,,,
MAP7,0,0,1,,,,,
MAPK10,0,0,1,,,,,
MAPK11,0,0,1,,,,,
MAPK12,0,0,1,,,,,
MAPK3,0,0,1,,,,,
MAPKAPK5,0,0,1,,,,,
2-Mar,0,0,1,,,,,
11-Mar,0,0,1,,,,,
4-Mar,0,0,1,,,,,
7-Mar,0,0,1,,,,,
MARCO,0,0,1,,,,,
MARK2,0,0,1,,,,,
MARVELD2,0,0,1,,,,,
MARVELD3,0,0,1,,,,,
MASP2,0,0,1,,,,,
MAST3,0,0,1,,,,,
MAT2A,0,0,1,,,,,
MAT2B,0,0,1,,,,,
MATK,0,0,1,,,,,
MATN2,0,0,1,,,,,
MATN3,0,0,1,,,,,
MATR3,0,0,1,,,,,
MAVS,0,0,1,,,,,
MAX,0,0,1,,,,,
MAZ,0,0,1,,,,,
MB21D1,0,0,1,,,,,
MBD2,0,0,1,,,,,
MBD3L2,0,0,1,,,,,
MBD3L5,0,0,1,,,,,
MBNL1,0,0,1,,,,,
MBOAT7,0,0,1,,,,,
MBTD1,0,0,1,,,,,
MCCD1,0,0,1,,,,,
MCF2L2,0,0,1,,,,,
MCM6,0,0,1,,,,,
MCOLN2,0,0,1,,,,,
MCTP1,0,0,1,,,,,
MCUR1,0,0,1,,,,,
MDC1,0,0,1,,,,,
MDFI,0,0,1,,,,,
MDGA1,0,0,1,,,,,
MDGA2,0,0,1,,,,,
MDH1,0,0,1,,,,,
MDM2,0,0,1,,,,,
ME2,0,0,1,,,,,
MEA1,0,0,1,,,,,
MECOM,0,0,1,,,,,
MED11,0,0,1,,,,,
MED16,0,0,1,,,,,
MED19,0,0,1,,,,,
MED23,0,0,1,,,,,
MED25,0,0,1,,,,,
MED26,0,0,1,,,,,
MED28,0,0,1,,,,,
MED6,0,0,1,,,,,
MED7,0,0,1,,,,,
MEF2A,0,0,1,,,,,
MEFV,0,0,1,,,,,
MEGF11,0,0,1,,,,,
MEIOB,0,0,1,,,,,
MEIS3,0,0,1,,,,,
MEP1A,0,0,1,,,,,
MERTK,0,0,1,,,,,
TLNRD1,0,0,1,,,,,
MESP1,0,0,1,,,,,
MEST,0,0,1,,,,,
METRNL,0,0,1,,,,,
METTL1,0,0,1,,,,,
METTL12,0,0,1,,,,,
METTL16,0,0,1,,,,,
METTL17,0,0,1,,,,,
ETFBKMT,0,0,1,,,,,
METTL21A,0,0,1,,,,,
METTL2A,0,0,1,,,,,
METTL3,0,0,1,,,,,
METTL5,0,0,1,,,,,
METTL6,0,0,1,,,,,
MEX3A,0,0,1,,,,,
MEX3B,0,0,1,,,,,
MEX3C,0,0,1,,,,,
MEX3D,0,0,1,,,,,
MFAP1,0,0,1,,,,,
MFF,0,0,1,,,,,
MELTF,0,0,1,,,,,
MFSD11,0,0,1,,,,,
MFSD12,0,0,1,,,,,
MFSD2A,0,0,1,,,,,
MFSD2B,0,0,1,,,,,
MFSD5,0,0,1,,,,,
MFSD6L,0,0,1,,,,,
MFSD8,0,0,1,,,,,
MFSD9,0,0,1,,,,,
MGAT2,0,0,1,,,,,
MGAT5,0,0,1,,,,,
MGME1,0,0,1,,,,,
MGP,0,0,1,,,,,
MIB1,0,0,1,,,,,
MICALL2,0,0,1,,,,,
MICB,0,0,1,,,,,
MICU3,0,0,1,,,,,
MIDN,0,0,1,,,,,
MIER1,0,0,1,,,,,
MIF4GD,0,0,1,,,,,
MINK1,0,0,1,,,,,
MINOS1,0,0,1,,,,,
MIOS,0,0,1,,,,,
MIP,0,0,1,,,,,
MIPEP,0,0,1,,,,,
MIS18BP1,0,0,1,,,,,
MISP,0,0,1,,,,,
MITD1,0,0,1,,,,,
MKI67,0,0,1,,,,,
MKL2,0,0,1,,,,,
MKLN1,0,0,1,,,,,
MKNK1,0,0,1,,,,,
MKRN1,0,0,1,,,,,
MKRN3,0,0,1,,,,,
MLH1,0,0,1,,,,,
MLKL,0,0,1,,,,,
MLLT1,0,0,1,,,,,
MLLT10,0,0,1,,,,,
MLLT3,0,0,1,,,,,
MLLT6,0,0,1,,,,,
MLN,0,0,1,,,,,
MLNR,0,0,1,,,,,
MLST8,0,0,1,,,,,
MMAA,0,0,1,,,,,
MMADHC,0,0,1,,,,,
MMEL1,0,0,1,,,,,
MMP1,0,0,1,,,,,
MMP11,0,0,1,,,,,
MMP14,0,0,1,,,,,
MMP15,0,0,1,,,,,
MMP20,0,0,1,,,,,
MMP21,0,0,1,,,,,
MMP24,0,0,1,,,,,
MMP26,0,0,1,,,,,
MMP8,0,0,1,,,,,
MMS19,0,0,1,,,,,
MND1,0,0,1,,,,,
MNX1,0,0,1,,,,,
MOB1B,0,0,1,,,,,
MOB3C,0,0,1,,,,,
MOCS2,0,0,1,,,,,
MOG,0,0,1,,,,,
MOGAT1,0,0,1,,,,,
MOGS,0,0,1,,,,,
MOK,0,0,1,,,,,
MON1B,0,0,1,,,,,
MON2,0,0,1,,,,,
MORC1,0,0,1,,,,,
MORF4L1,0,0,1,,,,,
MORN4,0,0,1,,,,,
MORN5,0,0,1,,,,,
MPDU1,0,0,1,,,,,
MPHOSPH10,0,0,1,,,,,
MPL,0,0,1,,,,,
MPPED1,0,0,1,,,,,
MPPED2,0,0,1,,,,,
MPV17L,0,0,1,,,,,
MPZL1,0,0,1,,,,,
MRAP,0,0,1,,,,,
MRAP2,0,0,1,,,,,
MREG,0,0,1,,,,,
MRGBP,0,0,1,,,,,
MRGPRE,0,0,1,,,,,
MRGPRF,0,0,1,,,,,
MRGPRX1,0,0,1,,,,,
MRGPRX4,0,0,1,,,,,
MRI1,0,0,1,,,,,
MRO,0,0,1,,,,,
MROH6,0,0,1,,,,,
MRPL1,0,0,1,,,,,
MRPL10,0,0,1,,,,,
MRPL13,0,0,1,,,,,
MRPL16,0,0,1,,,,,
MRPL18,0,0,1,,,,,
MRPL21,0,0,1,,,,,
MRPL28,0,0,1,,,,,
MRPL3,0,0,1,,,,,
MRPL34,0,0,1,,,,,
MRPL38,0,0,1,,,,,
MRPL49,0,0,1,,,,,
MRPL51,0,0,1,,,,,
MRPL57,0,0,1,,,,,
MRPS11,0,0,1,,,,,
MRPS14,0,0,1,,,,,
MRPS15,0,0,1,,,,,
MRPS2,0,0,1,,,,,
MRPS23,0,0,1,,,,,
MRPS28,0,0,1,,,,,
MRPS31,0,0,1,,,,,
MRPS5,0,0,1,,,,,
MRPS6,0,0,1,,,,,
MS4A10,0,0,1,,,,,
MS4A12,0,0,1,,,,,
MS4A13,0,0,1,,,,,
MS4A4A,0,0,1,,,,,
MS4A5,0,0,1,,,,,
MSANTD2,0,0,1,,,,,
MSH2,0,0,1,,,,,
MSH4,0,0,1,,,,,
MSR1,0,0,1,,,,,
MSRB3,0,0,1,,,,,
MSS51,0,0,1,,,,,
MSTN,0,0,1,,,,,
MT1E,0,0,1,,,,,
MT1G,0,0,1,,,,,
MT1HL1,0,0,1,,,,,
MT3,0,0,1,,,,,
MTA3,0,0,1,,,,,
MTCL1,0,0,1,,,,,
MTDH,0,0,1,,,,,
MTERF3,0,0,1,,,,,
MTERF4,0,0,1,,,,,
MTFMT,0,0,1,,,,,
MTFR2,0,0,1,,,,,
MTG1,0,0,1,,,,,
MTHFD2L,0,0,1,,,,,
MTHFR,0,0,1,,,,,
MTMR10,0,0,1,,,,,
MTMR2,0,0,1,,,,,
MTMR9,0,0,1,,,,,
MTNR1A,0,0,1,,,,,
MTOR,0,0,1,,,,,
MTR,0,0,1,,,,,
MTRF1,0,0,1,,,,,
MTRF1L,0,0,1,,,,,
MTRNR2L3,0,0,1,,,,,
MTRNR2L6,0,0,1,,,,,
MTRNR2L7,0,0,1,,,,,
MTRNR2L9,0,0,1,,,,,
MTSS1,0,0,1,,,,,
MTURN,0,0,1,,,,,
MTX1,0,0,1,,,,,
MTX2,0,0,1,,,,,
MTX3,0,0,1,,,,,
MUC12,0,0,1,,,,,
MUC15,0,0,1,,,,,
MUC17,0,0,1,,,,,
MUC21,0,0,1,,,,,
MUL1,0,0,1,,,,,
CAVIN4,0,0,1,,,,,
MUS81,0,0,1,,,,,
MUTYH,0,0,1,,,,,
MVB12A,0,0,1,,,,,
MVB12B,0,0,1,,,,,
MVK,0,0,1,,,,,
MX1,0,0,1,,,,,
MXD3,0,0,1,,,,,
MXD4,0,0,1,,,,,
MXRA7,0,0,1,,,,,
MXRA8,0,0,1,,,,,
MYB,0,0,1,,,,,
MYBL1,0,0,1,,,,,
MYBPC1,0,0,1,,,,,
MYBPC3,0,0,1,,,,,
MYBPH,0,0,1,,,,,
MYBPHL,0,0,1,,,,,
MYCL,0,0,1,,,,,
MYEF2,0,0,1,,,,,
MYH4,0,0,1,,,,,
MYH7B,0,0,1,,,,,
MYH8,0,0,1,,,,,
MYL12A,0,0,1,,,,,
MYL3,0,0,1,,,,,
MYL4,0,0,1,,,,,
MYL5,0,0,1,,,,,
MYLIP,0,0,1,,,,,
MYLK,0,0,1,,,,,
MYNN,0,0,1,,,,,
MYO15A,0,0,1,,,,,
MYO16,0,0,1,,,,,
MYO18A,0,0,1,,,,,
MYO1A,0,0,1,,,,,
MYO1E,0,0,1,,,,,
MYO1H,0,0,1,,,,,
MYO3B,0,0,1,,,,,
MYO7A,0,0,1,,,,,
MYO9A,0,0,1,,,,,
MYOC,0,0,1,,,,,
MYOCD,0,0,1,,,,,
MYOF,0,0,1,,,,,
MYOM2,0,0,1,,,,,
MYOZ3,0,0,1,,,,,
MYPN,0,0,1,,,,,
MYPOP,0,0,1,,,,,
MYSM1,0,0,1,,,,,
MYT1,0,0,1,,,,,
MZB1,0,0,1,,,,,
N4BP1,0,0,1,,,,,
N4BP3,0,0,1,,,,,
NAA16,0,0,1,,,,,
NAA35,0,0,1,,,,,
NAA40,0,0,1,,,,,
NAA60,0,0,1,,,,,
NAALAD2,0,0,1,,,,,
NAALADL1,0,0,1,,,,,
NAALADL2,0,0,1,,,,,
NAB2,0,0,1,,,,,
NACA,0,0,1,,,,,
NADK,0,0,1,,,,,
NAE1,0,0,1,,,,,
NAF1,0,0,1,,,,,
NAGA,0,0,1,,,,,
NAGS,0,0,1,,,,,
NAIP,0,0,1,,,,,
NALCN,0,0,1,,,,,
NAMPT,0,0,1,,,,,
NANOS1,0,0,1,,,,,
NANP,0,0,1,,,,,
NAP1L4,0,0,1,,,,,
NAPG,0,0,1,,,,,
NAPRT,0,0,1,,,,,
NARS,0,0,1,,,,,
NASP,0,0,1,,,,,
NAT2,0,0,1,,,,,
NAV1,0,0,1,,,,,
NBAS,0,0,1,,,,,
NBEA,0,0,1,,,,,
NBN,0,0,1,,,,,
NBR1,0,0,1,,,,,
NCAN,0,0,1,,,,,
NCAPD3,0,0,1,,,,,
NCDN,0,0,1,,,,,
NCEH1,0,0,1,,,,,
NCF4,0,0,1,,,,,
NCKAP5,0,0,1,,,,,
NCOR1,0,0,1,,,,,
NCR1,0,0,1,,,,,
NDC1,0,0,1,,,,,
NDC80,0,0,1,,,,,
NDE1,0,0,1,,,,,
NDRG1,0,0,1,,,,,
NDRG4,0,0,1,,,,,
NDST1,0,0,1,,,,,
NDST3,0,0,1,,,,,
NDUFA10,0,0,1,,,,,
NDUFA13,0,0,1,,,,,
NDUFA3,0,0,1,,,,,
NDUFA4L2,0,0,1,,,,,
NDUFA6,0,0,1,,,,,
NDUFA8,0,0,1,,,,,
NDUFAB1,0,0,1,,,,,
NDUFAF2,0,0,1,,,,,
NDUFAF5,0,0,1,,,,,
NDUFB1,0,0,1,,,,,
NDUFB2,0,0,1,,,,,
NDUFB4,0,0,1,,,,,
NDUFB7,0,0,1,,,,,
NDUFB9,0,0,1,,,,,
NDUFS3,0,0,1,,,,,
NDUFS5,0,0,1,,,,,
NDUFS7,0,0,1,,,,,
NDUFV2,0,0,1,,,,,
NEBL,0,0,1,,,,,
NECAB2,0,0,1,,,,,
NECAP2,0,0,1,,,,,
NEDD4L,0,0,1,,,,,
NEFH,0,0,1,,,,,
NEIL1,0,0,1,,,,,
NEIL2,0,0,1,,,,,
NEK1,0,0,1,,,,,
NEK11,0,0,1,,,,,
NEK4,0,0,1,,,,,
NEK9,0,0,1,,,,,
NELFE,0,0,1,,,,,
NELL2,0,0,1,,,,,
NENF,0,0,1,,,,,
NEO1,0,0,1,,,,,
NES,0,0,1,,,,,
NEURL2,0,0,1,,,,,
NEURL4,0,0,1,,,,,
NEUROD1,0,0,1,,,,,
NEUROD4,0,0,1,,,,,
NEUROG3,0,0,1,,,,,
NF1,0,0,1,,,,,
NFATC2IP,0,0,1,,,,,
NFATC3,0,0,1,,,,,
NFATC4,0,0,1,,,,,
NFIC,0,0,1,,,,,
NFIX,0,0,1,,,,,
NFKB1,0,0,1,,,,,
NFKBIB,0,0,1,,,,,
NFKBIE,0,0,1,,,,,
NFKBIL1,0,0,1,,,,,
NFXL1,0,0,1,,,,,
NFYA,0,0,1,,,,,
NFYC,0,0,1,,,,,
NGEF,0,0,1,,,,,
NGLY1,0,0,1,,,,,
NHEJ1,0,0,1,,,,,
NICN1,0,0,1,,,,,
NID1,0,0,1,,,,,
NIF3L1,0,0,1,,,,,
NINJ1,0,0,1,,,,,
NINJ2,0,0,1,,,,,
NIP7,0,0,1,,,,,
NIPAL2,0,0,1,,,,,
NIPAL3,0,0,1,,,,,
NIPSNAP1,0,0,1,,,,,
NIT2,0,0,1,,,,,
NKAIN3,0,0,1,,,,,
NKAIN4,0,0,1,,,,,
NKAPL,0,0,1,,,,,
NKG7,0,0,1,,,,,
NKIRAS2,0,0,1,,,,,
NKX1-2,0,0,1,,,,,
NKX2-3,0,0,1,,,,,
NKX2-4,0,0,1,,,,,
NKX2-5,0,0,1,,,,,
NKX2-8,0,0,1,,,,,
NKX3-1,0,0,1,,,,,
NKX6-1,0,0,1,,,,,
NKX6-2,0,0,1,,,,,
NKX6-3,0,0,1,,,,,
NLGN2,0,0,1,,,,,
NLRP1,0,0,1,,,,,
NLRP12,0,0,1,,,,,
NLRP4,0,0,1,,,,,
